/opt/conda/envs/python35-paddle120-env/lib/python3.7/site-packages/paddle/fluid/layers/utils.py:26: DeprecationWarning: `np.int` is a deprecated alias for the builtin `int`. To silence this warning, use `int` by itself. Doing this will not modify any behavior and is safe. When replacing `np.int`, you may wish to use e.g. `np.int64` or `np.int32` to specify the precision. If you wish to review your current use, check the release note link for additional information.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  def convert_to_list(value, n, name, dtype=np.int):
W0806 17:25:53.045753  2657 device_context.cc:362] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 10.1, Runtime API Version: 10.1
iter:100  loss:1.4583
iter:110  loss:1.4497
iter:120  loss:1.4427
iter:130  loss:1.4344
iter:140  loss:1.4265
iter:150  loss:1.4182
iter:160  loss:1.4106
iter:170  loss:1.4026
iter:180  loss:1.3952
iter:190  loss:1.3872
iter:200  loss:1.3798
iter:210  loss:1.3741
iter:220  loss:1.3674
iter:230  loss:1.3608
iter:240  loss:1.3538
iter:250  loss:1.3473
iter:260  loss:1.3397
iter:270  loss:1.3339
iter:280  loss:1.3267
iter:290  loss:1.3196
iter:300  loss:1.3126
iter:310  loss:1.3065
iter:320  loss:1.3006
iter:330  loss:1.2946
iter:340  loss:1.2879
iter:350  loss:1.2826
iter:360  loss:1.2762
iter:370  loss:1.2700
iter:380  loss:1.2639
iter:390  loss:1.2585
Time per epoch:659.98,loss:1.2585
Epoch 2: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:1.2579
iter:10  loss:1.2515
iter:20  loss:1.2465
iter:30  loss:1.2409
iter:40  loss:1.2351
iter:50  loss:1.2303
iter:60  loss:1.2256
iter:70  loss:1.2207
iter:80  loss:1.2157
iter:90  loss:1.2098
iter:100  loss:1.2053
iter:110  loss:1.2008
iter:120  loss:1.1957
iter:130  loss:1.1911
iter:140  loss:1.1867
iter:150  loss:1.1825
iter:160  loss:1.1784
iter:170  loss:1.1739
iter:180  loss:1.1694
iter:190  loss:1.1647
iter:200  loss:1.1605
iter:210  loss:1.1557
iter:220  loss:1.1513
iter:230  loss:1.1468
iter:240  loss:1.1423
iter:250  loss:1.1376
iter:260  loss:1.1331
iter:270  loss:1.1285
iter:280  loss:1.1245
iter:290  loss:1.1209
iter:300  loss:1.1171
iter:310  loss:1.1130
iter:320  loss:1.1090
iter:330  loss:1.1056
iter:340  loss:1.1019
iter:350  loss:1.0983
iter:360  loss:1.0949
iter:370  loss:1.0914
iter:380  loss:1.0870
iter:390  loss:1.0833
Time per epoch:658.85,loss:1.0833
Epoch 3: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:1.0829
iter:10  loss:1.0795
iter:20  loss:1.0761
iter:30  loss:1.0725
iter:40  loss:1.0690
iter:50  loss:1.0654
iter:60  loss:1.0614
iter:70  loss:1.0582
iter:80  loss:1.0548
iter:90  loss:1.0518
iter:100  loss:1.0484
iter:110  loss:1.0449
iter:120  loss:1.0413
iter:130  loss:1.0380
iter:140  loss:1.0349
iter:150  loss:1.0314
iter:160  loss:1.0286
iter:170  loss:1.0256
iter:180  loss:1.0223
iter:190  loss:1.0195
iter:200  loss:1.0164
iter:210  loss:1.0129
iter:220  loss:1.0099
iter:230  loss:1.0069
iter:240  loss:1.0041
iter:250  loss:1.0012
iter:260  loss:0.9984
iter:270  loss:0.9958
iter:280  loss:0.9931
iter:290  loss:0.9899
iter:300  loss:0.9872
iter:310  loss:0.9845
iter:320  loss:0.9816
iter:330  loss:0.9791
iter:340  loss:0.9763
iter:350  loss:0.9738
iter:360  loss:0.9712
iter:370  loss:0.9686
iter:380  loss:0.9660
iter:390  loss:0.9633
Time per epoch:660.00,loss:0.9633
Epoch 4: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.9630
iter:10  loss:0.9600
iter:20  loss:0.9576
iter:30  loss:0.9553
iter:40  loss:0.9524
iter:50  loss:0.9499
iter:60  loss:0.9473
iter:70  loss:0.9446
iter:80  loss:0.9423
iter:90  loss:0.9399
iter:100  loss:0.9377
iter:110  loss:0.9353
iter:120  loss:0.9328
iter:130  loss:0.9303
iter:140  loss:0.9279
iter:150  loss:0.9255
iter:160  loss:0.9234
iter:170  loss:0.9210
iter:180  loss:0.9187
iter:190  loss:0.9164
iter:200  loss:0.9143
iter:210  loss:0.9123
iter:220  loss:0.9100
iter:230  loss:0.9078
iter:240  loss:0.9055
iter:250  loss:0.9034
iter:260  loss:0.9013
iter:270  loss:0.8993
iter:280  loss:0.8973
iter:290  loss:0.8956
iter:300  loss:0.8935
iter:310  loss:0.8914
iter:320  loss:0.8892
iter:330  loss:0.8869
iter:340  loss:0.8849
iter:350  loss:0.8828
iter:360  loss:0.8808
iter:370  loss:0.8791
iter:380  loss:0.8776
iter:390  loss:0.8757
Time per epoch:659.69,loss:0.8757
Validation accuracy/loss: 77.62%,0.7321
Epoch 5: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.8755
iter:10  loss:0.8735
iter:20  loss:0.8716
iter:30  loss:0.8696
iter:40  loss:0.8676
iter:50  loss:0.8657
iter:60  loss:0.8635
iter:70  loss:0.8616
iter:80  loss:0.8597
iter:90  loss:0.8580
iter:100  loss:0.8562
iter:110  loss:0.8543
iter:120  loss:0.8526
iter:130  loss:0.8507
iter:140  loss:0.8490
iter:150  loss:0.8473
iter:160  loss:0.8456
iter:170  loss:0.8437
iter:180  loss:0.8420
iter:190  loss:0.8403
iter:200  loss:0.8385
iter:210  loss:0.8368
iter:220  loss:0.8350
iter:230  loss:0.8332
iter:240  loss:0.8313
iter:250  loss:0.8298
iter:260  loss:0.8282
iter:270  loss:0.8266
iter:280  loss:0.8250
iter:290  loss:0.8234
iter:300  loss:0.8219
iter:310  loss:0.8202
iter:320  loss:0.8185
iter:330  loss:0.8173
iter:340  loss:0.8157
iter:350  loss:0.8145
iter:360  loss:0.8130
iter:370  loss:0.8114
iter:380  loss:0.8098
iter:390  loss:0.8083
Time per epoch:657.03,loss:0.8083
Epoch 6: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.8082
iter:10  loss:0.8065
iter:20  loss:0.8049
iter:30  loss:0.8033
iter:40  loss:0.8017
iter:50  loss:0.8002
iter:60  loss:0.7986
iter:70  loss:0.7970
iter:80  loss:0.7954
iter:90  loss:0.7938
iter:100  loss:0.7923
iter:110  loss:0.7910
iter:120  loss:0.7897
iter:130  loss:0.7883
iter:140  loss:0.7869
iter:150  loss:0.7854
iter:160  loss:0.7840
iter:170  loss:0.7825
iter:180  loss:0.7811
iter:190  loss:0.7799
iter:200  loss:0.7789
iter:210  loss:0.7777
iter:220  loss:0.7764
iter:230  loss:0.7751
iter:240  loss:0.7737
iter:250  loss:0.7723
iter:260  loss:0.7708
iter:270  loss:0.7696
iter:280  loss:0.7683
iter:290  loss:0.7670
iter:300  loss:0.7658
iter:310  loss:0.7644
iter:320  loss:0.7631
iter:330  loss:0.7619
iter:340  loss:0.7606
iter:350  loss:0.7594
iter:360  loss:0.7582
iter:370  loss:0.7571
iter:380  loss:0.7559
iter:390  loss:0.7546
Time per epoch:658.42,loss:0.7546
Epoch 7: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.7545
iter:10  loss:0.7531
iter:20  loss:0.7517
iter:30  loss:0.7503
iter:40  loss:0.7491
iter:50  loss:0.7478
iter:60  loss:0.7467
iter:70  loss:0.7455
iter:80  loss:0.7442
iter:90  loss:0.7428
iter:100  loss:0.7415
iter:110  loss:0.7405
iter:120  loss:0.7393
iter:130  loss:0.7382
iter:140  loss:0.7370
iter:150  loss:0.7358
iter:160  loss:0.7345
iter:170  loss:0.7334
iter:180  loss:0.7321
iter:190  loss:0.7309
iter:200  loss:0.7299
iter:210  loss:0.7287
iter:220  loss:0.7278
iter:230  loss:0.7267
iter:240  loss:0.7255
iter:250  loss:0.7243
iter:260  loss:0.7233
iter:270  loss:0.7222
iter:280  loss:0.7211
iter:290  loss:0.7202
iter:300  loss:0.7192
iter:310  loss:0.7180
iter:320  loss:0.7169
iter:330  loss:0.7160
iter:340  loss:0.7150
iter:350  loss:0.7140
iter:360  loss:0.7129
iter:370  loss:0.7119
iter:380  loss:0.7109
iter:390  loss:0.7098
Time per epoch:656.52,loss:0.7098
Epoch 8: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.7096
iter:10  loss:0.7086
iter:20  loss:0.7076
iter:30  loss:0.7066
iter:40  loss:0.7055
iter:50  loss:0.7044
iter:60  loss:0.7034
iter:70  loss:0.7022
iter:80  loss:0.7012
iter:90  loss:0.7002
iter:100  loss:0.6991
iter:110  loss:0.6981
iter:120  loss:0.6970
iter:130  loss:0.6961
iter:140  loss:0.6950
iter:150  loss:0.6940
iter:160  loss:0.6930
iter:170  loss:0.6921
iter:180  loss:0.6911
iter:190  loss:0.6901
iter:200  loss:0.6891
iter:210  loss:0.6881
iter:220  loss:0.6871
iter:230  loss:0.6862
iter:240  loss:0.6852
iter:250  loss:0.6843
iter:260  loss:0.6834
iter:270  loss:0.6826
iter:280  loss:0.6816
iter:290  loss:0.6807
iter:300  loss:0.6799
iter:310  loss:0.6790
iter:320  loss:0.6782
iter:330  loss:0.6773
iter:340  loss:0.6765
iter:350  loss:0.6758
iter:360  loss:0.6750
iter:370  loss:0.6742
iter:380  loss:0.6735
iter:390  loss:0.6726
Time per epoch:657.43,loss:0.6726
Epoch 9: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.6725
iter:10  loss:0.6716
iter:20  loss:0.6707
iter:30  loss:0.6698
iter:40  loss:0.6689
iter:50  loss:0.6679
iter:60  loss:0.6668
iter:70  loss:0.6660
iter:80  loss:0.6651
iter:90  loss:0.6642
iter:100  loss:0.6632
iter:110  loss:0.6623
iter:120  loss:0.6615
iter:130  loss:0.6606
iter:140  loss:0.6597
iter:150  loss:0.6589
iter:160  loss:0.6581
iter:170  loss:0.6574
iter:180  loss:0.6566
iter:190  loss:0.6558
iter:200  loss:0.6549
iter:210  loss:0.6540
iter:220  loss:0.6531
iter:230  loss:0.6523
iter:240  loss:0.6515
iter:250  loss:0.6508
iter:260  loss:0.6501
iter:270  loss:0.6493
iter:280  loss:0.6486
iter:290  loss:0.6479
iter:300  loss:0.6471
iter:310  loss:0.6463
iter:320  loss:0.6454
iter:330  loss:0.6446
iter:340  loss:0.6439
iter:350  loss:0.6432
iter:360  loss:0.6425
iter:370  loss:0.6417
iter:380  loss:0.6410
iter:390  loss:0.6403
Time per epoch:658.11,loss:0.6403
Validation accuracy/loss: 82.83%,0.5235
Epoch 10: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.6402
iter:10  loss:0.6395
iter:20  loss:0.6386
iter:30  loss:0.6378
iter:40  loss:0.6370
iter:50  loss:0.6363
iter:60  loss:0.6355
iter:70  loss:0.6348
iter:80  loss:0.6340
iter:90  loss:0.6331
iter:100  loss:0.6324
iter:110  loss:0.6314
iter:120  loss:0.6306
iter:130  loss:0.6299
iter:140  loss:0.6292
iter:150  loss:0.6285
iter:160  loss:0.6278
iter:170  loss:0.6270
iter:180  loss:0.6264
iter:190  loss:0.6257
iter:200  loss:0.6252
iter:210  loss:0.6245
iter:220  loss:0.6238
iter:230  loss:0.6231
iter:240  loss:0.6223
iter:250  loss:0.6216
iter:260  loss:0.6209
iter:270  loss:0.6202
iter:280  loss:0.6194
iter:290  loss:0.6187
iter:300  loss:0.6181
iter:310  loss:0.6176
iter:320  loss:0.6169
iter:330  loss:0.6162
iter:340  loss:0.6155
iter:350  loss:0.6149
iter:360  loss:0.6143
iter:370  loss:0.6136
iter:380  loss:0.6130
iter:390  loss:0.6124
Time per epoch:656.71,loss:0.6124
Epoch 11: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.6123
iter:10  loss:0.6117
iter:20  loss:0.6111
iter:30  loss:0.6104
iter:40  loss:0.6097
iter:50  loss:0.6090
iter:60  loss:0.6083
iter:70  loss:0.6076
iter:80  loss:0.6070
iter:90  loss:0.6063
iter:100  loss:0.6056
iter:110  loss:0.6049
iter:120  loss:0.6043
iter:130  loss:0.6036
iter:140  loss:0.6030
iter:150  loss:0.6024
iter:160  loss:0.6017
iter:170  loss:0.6010
iter:180  loss:0.6003
iter:190  loss:0.5997
iter:200  loss:0.5992
iter:210  loss:0.5986
iter:220  loss:0.5980
iter:230  loss:0.5974
iter:240  loss:0.5967
iter:250  loss:0.5962
iter:260  loss:0.5955
iter:270  loss:0.5948
iter:280  loss:0.5943
iter:290  loss:0.5936
iter:300  loss:0.5930
iter:310  loss:0.5924
iter:320  loss:0.5918
iter:330  loss:0.5912
iter:340  loss:0.5907
iter:350  loss:0.5901
iter:360  loss:0.5895
iter:370  loss:0.5889
iter:380  loss:0.5884
iter:390  loss:0.5878
Time per epoch:655.51,loss:0.5878
Epoch 12: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.5877
iter:10  loss:0.5871
iter:20  loss:0.5865
iter:30  loss:0.5859
iter:40  loss:0.5852
iter:50  loss:0.5846
iter:60  loss:0.5841
iter:70  loss:0.5835
iter:80  loss:0.5829
iter:90  loss:0.5823
iter:100  loss:0.5816
iter:110  loss:0.5810
iter:120  loss:0.5804
iter:130  loss:0.5798
iter:140  loss:0.5791
iter:150  loss:0.5786
iter:160  loss:0.5781
iter:170  loss:0.5774
iter:180  loss:0.5769
iter:190  loss:0.5763
iter:200  loss:0.5757
iter:210  loss:0.5751
iter:220  loss:0.5744
iter:230  loss:0.5739
iter:240  loss:0.5733
iter:250  loss:0.5727
iter:260  loss:0.5723
iter:270  loss:0.5718
iter:280  loss:0.5713
iter:290  loss:0.5708
iter:300  loss:0.5703
iter:310  loss:0.5700
iter:320  loss:0.5695
iter:330  loss:0.5689
iter:340  loss:0.5684
iter:350  loss:0.5679
iter:360  loss:0.5673
iter:370  loss:0.5669
iter:380  loss:0.5664
iter:390  loss:0.5660
Time per epoch:657.68,loss:0.5660
Epoch 13: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.5659
iter:10  loss:0.5654
iter:20  loss:0.5649
iter:30  loss:0.5643
iter:40  loss:0.5637
iter:50  loss:0.5631
iter:60  loss:0.5626
iter:70  loss:0.5620
iter:80  loss:0.5614
iter:90  loss:0.5608
iter:100  loss:0.5602
iter:110  loss:0.5596
iter:120  loss:0.5590
iter:130  loss:0.5585
iter:140  loss:0.5580
iter:150  loss:0.5574
iter:160  loss:0.5569
iter:170  loss:0.5564
iter:180  loss:0.5558
iter:190  loss:0.5553
iter:200  loss:0.5548
iter:210  loss:0.5543
iter:220  loss:0.5539
iter:230  loss:0.5534
iter:240  loss:0.5529
iter:250  loss:0.5525
iter:260  loss:0.5521
iter:270  loss:0.5516
iter:280  loss:0.5511
iter:290  loss:0.5507
iter:300  loss:0.5503
iter:310  loss:0.5498
iter:320  loss:0.5494
iter:330  loss:0.5489
iter:340  loss:0.5484
iter:350  loss:0.5479
iter:360  loss:0.5475
iter:370  loss:0.5470
iter:380  loss:0.5465
iter:390  loss:0.5462
Time per epoch:656.59,loss:0.5462
Epoch 14: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.5461
iter:10  loss:0.5456
iter:20  loss:0.5451
iter:30  loss:0.5446
iter:40  loss:0.5441
iter:50  loss:0.5436
iter:60  loss:0.5431
iter:70  loss:0.5426
iter:80  loss:0.5421
iter:90  loss:0.5416
iter:100  loss:0.5411
iter:110  loss:0.5406
iter:120  loss:0.5401
iter:130  loss:0.5397
iter:140  loss:0.5393
iter:150  loss:0.5388
iter:160  loss:0.5383
iter:170  loss:0.5378
iter:180  loss:0.5374
iter:190  loss:0.5370
iter:200  loss:0.5365
iter:210  loss:0.5360
iter:220  loss:0.5355
iter:230  loss:0.5350
iter:240  loss:0.5347
iter:250  loss:0.5342
iter:260  loss:0.5338
iter:270  loss:0.5333
iter:280  loss:0.5328
iter:290  loss:0.5324
iter:300  loss:0.5320
iter:310  loss:0.5316
iter:320  loss:0.5312
iter:330  loss:0.5308
iter:340  loss:0.5304
iter:350  loss:0.5300
iter:360  loss:0.5296
iter:370  loss:0.5292
iter:380  loss:0.5288
iter:390  loss:0.5284
Time per epoch:656.74,loss:0.5284
Validation accuracy/loss: 88.81%,0.3355
Epoch 15: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.5283
iter:10  loss:0.5278
iter:20  loss:0.5273
iter:30  loss:0.5268
iter:40  loss:0.5264
iter:50  loss:0.5260
iter:60  loss:0.5256
iter:70  loss:0.5252
iter:80  loss:0.5247
iter:90  loss:0.5243
iter:100  loss:0.5239
iter:110  loss:0.5234
iter:120  loss:0.5230
iter:130  loss:0.5225
iter:140  loss:0.5221
iter:150  loss:0.5216
iter:160  loss:0.5212
iter:170  loss:0.5208
iter:180  loss:0.5204
iter:190  loss:0.5200
iter:200  loss:0.5197
iter:210  loss:0.5193
iter:220  loss:0.5190
iter:230  loss:0.5187
iter:240  loss:0.5182
iter:250  loss:0.5178
iter:260  loss:0.5174
iter:270  loss:0.5170
iter:280  loss:0.5166
iter:290  loss:0.5162
iter:300  loss:0.5158
iter:310  loss:0.5153
iter:320  loss:0.5149
iter:330  loss:0.5145
iter:340  loss:0.5141
iter:350  loss:0.5137
iter:360  loss:0.5134
iter:370  loss:0.5130
iter:380  loss:0.5126
iter:390  loss:0.5123
Time per epoch:655.04,loss:0.5123
Epoch 16: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.5123
iter:10  loss:0.5119
iter:20  loss:0.5115
iter:30  loss:0.5111
iter:40  loss:0.5107
iter:50  loss:0.5103
iter:60  loss:0.5098
iter:70  loss:0.5094
iter:80  loss:0.5090
iter:90  loss:0.5086
iter:100  loss:0.5082
iter:110  loss:0.5078
iter:120  loss:0.5074
iter:130  loss:0.5070
iter:140  loss:0.5066
iter:150  loss:0.5062
iter:160  loss:0.5058
iter:170  loss:0.5055
iter:180  loss:0.5051
iter:190  loss:0.5047
iter:200  loss:0.5043
iter:210  loss:0.5040
iter:220  loss:0.5037
iter:230  loss:0.5033
iter:240  loss:0.5029
iter:250  loss:0.5026
iter:260  loss:0.5022
iter:270  loss:0.5018
iter:280  loss:0.5014
iter:290  loss:0.5011
iter:300  loss:0.5007
iter:310  loss:0.5004
iter:320  loss:0.5001
iter:330  loss:0.4998
iter:340  loss:0.4994
iter:350  loss:0.4990
iter:360  loss:0.4987
iter:370  loss:0.4983
iter:380  loss:0.4980
iter:390  loss:0.4976
Time per epoch:655.38,loss:0.4976
Epoch 17: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.4976
iter:10  loss:0.4973
iter:20  loss:0.4969
iter:30  loss:0.4965
iter:40  loss:0.4961
iter:50  loss:0.4958
iter:60  loss:0.4954
iter:70  loss:0.4951
iter:80  loss:0.4948
iter:90  loss:0.4944
iter:100  loss:0.4941
iter:110  loss:0.4937
iter:120  loss:0.4933
iter:130  loss:0.4929
iter:140  loss:0.4926
iter:150  loss:0.4922
iter:160  loss:0.4918
iter:170  loss:0.4915
iter:180  loss:0.4911
iter:190  loss:0.4908
iter:200  loss:0.4904
iter:210  loss:0.4901
iter:220  loss:0.4897
iter:230  loss:0.4894
iter:240  loss:0.4890
iter:250  loss:0.4887
iter:260  loss:0.4884
iter:270  loss:0.4881
iter:280  loss:0.4878
iter:290  loss:0.4874
iter:300  loss:0.4871
iter:310  loss:0.4868
iter:320  loss:0.4865
iter:330  loss:0.4861
iter:340  loss:0.4858
iter:350  loss:0.4854
iter:360  loss:0.4852
iter:370  loss:0.4848
iter:380  loss:0.4845
iter:390  loss:0.4842
Time per epoch:656.21,loss:0.4842
Epoch 18: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.4842
iter:10  loss:0.4838
iter:20  loss:0.4835
iter:30  loss:0.4832
iter:40  loss:0.4828
iter:50  loss:0.4825
iter:60  loss:0.4822
iter:70  loss:0.4819
iter:80  loss:0.4816
iter:90  loss:0.4813
iter:100  loss:0.4810
iter:110  loss:0.4807
iter:120  loss:0.4803
iter:130  loss:0.4799
iter:140  loss:0.4796
iter:150  loss:0.4793
iter:160  loss:0.4789
iter:170  loss:0.4786
iter:180  loss:0.4783
iter:190  loss:0.4780
iter:200  loss:0.4777
iter:210  loss:0.4774
iter:220  loss:0.4771
iter:230  loss:0.4767
iter:240  loss:0.4764
iter:250  loss:0.4761
iter:260  loss:0.4758
iter:270  loss:0.4755
iter:280  loss:0.4753
iter:290  loss:0.4750
iter:300  loss:0.4747
iter:310  loss:0.4744
iter:320  loss:0.4741
iter:330  loss:0.4737
iter:340  loss:0.4734
iter:350  loss:0.4731
iter:360  loss:0.4727
iter:370  loss:0.4725
iter:380  loss:0.4722
iter:390  loss:0.4719
Time per epoch:655.24,loss:0.4719
Epoch 19: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.4719
iter:10  loss:0.4716
iter:20  loss:0.4712
iter:30  loss:0.4709
iter:40  loss:0.4706
iter:50  loss:0.4703
iter:60  loss:0.4700
iter:70  loss:0.4696
iter:80  loss:0.4693
iter:90  loss:0.4690
iter:100  loss:0.4687
iter:110  loss:0.4684
iter:120  loss:0.4681
iter:130  loss:0.4677
iter:140  loss:0.4674
iter:150  loss:0.4672
iter:160  loss:0.4669
iter:170  loss:0.4667
iter:180  loss:0.4663
iter:190  loss:0.4660
iter:200  loss:0.4658
iter:210  loss:0.4655
iter:220  loss:0.4652
iter:230  loss:0.4649
iter:240  loss:0.4646
iter:250  loss:0.4643
iter:260  loss:0.4640
iter:270  loss:0.4637
iter:280  loss:0.4635
iter:290  loss:0.4632
iter:300  loss:0.4629
iter:310  loss:0.4626
iter:320  loss:0.4623
iter:330  loss:0.4621
iter:340  loss:0.4618
iter:350  loss:0.4616
iter:360  loss:0.4613
iter:370  loss:0.4611
iter:380  loss:0.4608
iter:390  loss:0.4605
Time per epoch:656.29,loss:0.4605
Validation accuracy/loss: 87.39%,0.3806
Epoch 20: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.4605
iter:10  loss:0.4602
iter:20  loss:0.4599
iter:30  loss:0.4596
iter:40  loss:0.4592
iter:50  loss:0.4589
iter:60  loss:0.4586
iter:70  loss:0.4583
iter:80  loss:0.4580
iter:90  loss:0.4577
iter:100  loss:0.4575
iter:110  loss:0.4572
iter:120  loss:0.4569
iter:130  loss:0.4566
iter:140  loss:0.4563
iter:150  loss:0.4560
iter:160  loss:0.4557
iter:170  loss:0.4554
iter:180  loss:0.4551
iter:190  loss:0.4549
iter:200  loss:0.4546
iter:210  loss:0.4543
iter:220  loss:0.4541
iter:230  loss:0.4538
iter:240  loss:0.4536
iter:250  loss:0.4533
iter:260  loss:0.4531
iter:270  loss:0.4528
iter:280  loss:0.4525
iter:290  loss:0.4522
iter:300  loss:0.4520
iter:310  loss:0.4517
iter:320  loss:0.4515
iter:330  loss:0.4512
iter:340  loss:0.4510
iter:350  loss:0.4508
iter:360  loss:0.4506
iter:370  loss:0.4503
iter:380  loss:0.4501
iter:390  loss:0.4499
Time per epoch:654.96,loss:0.4499
Epoch 21: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.4499
iter:10  loss:0.4496
iter:20  loss:0.4494
iter:30  loss:0.4490
iter:40  loss:0.4487
iter:50  loss:0.4484
iter:60  loss:0.4481
iter:70  loss:0.4479
iter:80  loss:0.4476
iter:90  loss:0.4473
iter:100  loss:0.4471
iter:110  loss:0.4469
iter:120  loss:0.4466
iter:130  loss:0.4464
iter:140  loss:0.4462
iter:150  loss:0.4459
iter:160  loss:0.4457
iter:170  loss:0.4454
iter:180  loss:0.4451
iter:190  loss:0.4448
iter:200  loss:0.4446
iter:210  loss:0.4444
iter:220  loss:0.4442
iter:230  loss:0.4439
iter:240  loss:0.4437
iter:250  loss:0.4434
iter:260  loss:0.4432
iter:270  loss:0.4430
iter:280  loss:0.4428
iter:290  loss:0.4425
iter:300  loss:0.4423
iter:310  loss:0.4421
iter:320  loss:0.4419
iter:330  loss:0.4416
iter:340  loss:0.4414
iter:350  loss:0.4411
iter:360  loss:0.4409
iter:370  loss:0.4407
iter:380  loss:0.4404
iter:390  loss:0.4402
Time per epoch:655.56,loss:0.4402
Epoch 22: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.4402
iter:10  loss:0.4399
iter:20  loss:0.4396
iter:30  loss:0.4393
iter:40  loss:0.4390
iter:50  loss:0.4387
iter:60  loss:0.4385
iter:70  loss:0.4382
iter:80  loss:0.4380
iter:90  loss:0.4378
iter:100  loss:0.4375
iter:110  loss:0.4373
iter:120  loss:0.4370
iter:130  loss:0.4368
iter:140  loss:0.4366
iter:150  loss:0.4363
iter:160  loss:0.4361
iter:170  loss:0.4358
iter:180  loss:0.4356
iter:190  loss:0.4354
iter:200  loss:0.4352
iter:210  loss:0.4349
iter:220  loss:0.4348
iter:230  loss:0.4345
iter:240  loss:0.4343
iter:250  loss:0.4341
iter:260  loss:0.4339
iter:270  loss:0.4337
iter:280  loss:0.4335
iter:290  loss:0.4333
iter:300  loss:0.4330
iter:310  loss:0.4328
iter:320  loss:0.4326
iter:330  loss:0.4324
iter:340  loss:0.4322
iter:350  loss:0.4320
iter:360  loss:0.4319
iter:370  loss:0.4316
iter:380  loss:0.4314
iter:390  loss:0.4312
Time per epoch:653.83,loss:0.4312
Epoch 23: PiecewiseDecay set learning rate to 0.05.
iter:0  loss:0.4312
iter:10  loss:0.4309
iter:20  loss:0.4307
iter:30  loss:0.4305
iter:40  loss:0.4302
iter:50  loss:0.4301
iter:60  loss:0.4298
iter:70  loss:0.4296
iter:80  loss:0.4293
iter:90  loss:0.4291
